1.865091525215006041e-01,5.081006710074804644e+00,7.397713564283526111e+00,2.158269302984226479e-01
2.152337867074129996e-01,6.605700421648190712e+00,5.716366642858928593e+00,2.716481432159773557e-01
1.750927618178059753e-01,5.734761204757189645e+00,6.983318545186071091e+00,2.205499684211641442e-01
2.022660967126193032e-01,5.753846304523790423e+00,6.978586662100185301e+00,2.192848277314176086e-01
1.978907585105900147e-01,5.176349329630832941e+00,6.582064860120960148e+00,2.309073124869264748e-01
1.895757242769210982e-01,5.012733526799655337e+00,7.245575177808882827e+00,2.166595839088039099e-01
2.129316263767099815e-01,5.745281723766995086e+00,5.487108779272928061e+00,2.965022707140476665e-01
1.921260463805411489e-01,6.025721145106637699e+00,6.065087086496296465e+00,2.395005646698724899e-01
1.884380779179100074e-01,9.510771412031045813e+00,6.263941637405514129e+00,2.248487985062954664e-01
1.929655526554394374e-01,5.269189045732457721e+00,6.674652368145518544e+00,2.408878218940040394e-01
2.224642301201804895e-01,3.670589422003188051e+00,7.853181927376719607e+00,2.310120981851691291e-01
2.114861191245571981e-01,5.108063561309481138e+00,7.080587042680899224e+00,2.232197616525749828e-01
1.933249822875958146e-01,4.575508770966753680e+00,7.537202275989772993e+00,2.220499009524980749e-01
1.893008689902170028e-01,5.707874718544002413e+00,6.432643944479282894e+00,2.274422570248458841e-01
1.599253313380513686e-01,4.346208672815937035e+00,9.984962404132692981e+00,2.016813929855577614e-01
1.626545510337214506e-01,7.395628234794134670e+00,5.999721581209429111e+00,2.546450444812933811e-01
1.347278216671962403e-01,1.000000000000000000e+01,5.374953000631354172e+00,3.108193429560411336e-01
1.902231353307436423e-01,5.977489299409990409e+00,6.160320365416986022e+00,2.314256536906528217e-01
1.985645599191849242e-01,5.104147095817658908e+00,6.752484082378430230e+00,2.205687714620316875e-01
1.768737248268780760e-01,6.563545284946080471e+00,6.203251548000221050e+00,2.288199929803893529e-01
2.170299539685741075e-01,4.713817044459389649e+00,6.813229492061138259e+00,2.370857767525750837e-01
2.220097769853512371e-01,4.287455235839035872e+00,6.777360738628416925e+00,2.304467832740877409e-01
1.489874171233607214e-01,8.842984926387149613e+00,6.099083701098152233e+00,2.360973992000612309e-01
1.997036047525806990e-01,3.314144945748859872e+00,1.000000000000000000e+01,2.056502801854663831e-01
1.890785164073141844e-01,6.058215765064025149e+00,6.281545586583058061e+00,2.248173171072326282e-01
2.287231735737045302e-01,4.088236539817664550e+00,6.843642780762882794e+00,2.304641651272332781e-01
2.234654533326652093e-01,3.903962848477250613e+00,7.405361107945885202e+00,2.293598735780878473e-01
2.441991897370864306e-01,4.566088921313563809e+00,6.390133336197418856e+00,2.619242895349739308e-01
1.328524245293661865e-01,9.998977145024259272e+00,5.643519041077034615e+00,2.759466924892003403e-01
1.256003228169478847e-01,1.000000000000000000e+01,6.273544190267227982e+00,2.330594741300932027e-01
