3.305845375669293484e-01,4.354859008242093488e+00,5.024112405353057476e+00,3.478689317174176732e-01
1.926536642208608319e-01,6.015996226626389998e+00,6.243148621427086375e+00,2.252821806785962888e-01
2.795185259310941639e-01,4.205246565728128161e+00,5.233833828593875026e+00,3.413680047890333968e-01
4.472939150080411652e-01,3.616098580590999756e+00,3.391547313182355694e+00,7.633759941073872124e-01
2.210504737781195939e-01,6.149081200063825747e+00,5.984676196650823066e+00,2.451623590342714709e-01
2.623986047119925002e-01,4.157732350886579553e+00,5.702564213856113895e+00,3.128586143320681856e-01
3.193892830778138903e-01,3.961771654587491920e+00,4.698326649428693713e+00,4.012947815123372730e-01
4.121800134387753056e-01,3.198204652601011055e+00,4.168359351945994717e+00,5.359499658473321215e-01
1.416125439555541710e-01,8.013250995523110376e+00,6.613007851030624273e+00,2.272808353482990151e-01
3.068366278217995458e-01,3.505582014481480879e+00,5.504111074772266576e+00,3.303354428324107861e-01
2.801357589896678046e-01,5.403602331275599191e+00,4.115680820222699765e+00,5.183830267285476356e-01
4.155158141459547316e-01,3.714241127703765244e+00,3.575681721409374791e+00,7.178824606171204659e-01
1.632104182684595006e-01,7.007860774244647040e+00,6.304074994094658990e+00,2.361025291852721364e-01
4.402567868618919023e-01,2.313855481083384014e+00,5.196785105232362589e+00,7.489895480528632188e-01
1.977658567254224897e-01,4.963038451305473053e+00,6.830566999836717557e+00,2.386202090181527846e-01
4.945938354378129342e-01,3.265232204999579668e+00,3.351847021005835536e+00,7.815665428961729999e-01
5.255538719694909933e-01,2.673302235973374241e+00,3.750556357775424843e+00,6.242272863027531482e-01
4.035819472049388401e-01,3.883737227911885359e+00,3.553412827126314788e+00,6.979612484867444566e-01
2.867228430658579907e-01,6.074569719182885130e+00,3.713292190131433301e+00,6.368190355518870138e-01
1.356737901214140618e-01,8.797413318565334706e+00,6.343801338917761434e+00,2.241022820195599230e-01
6.063837468216163318e-01,2.208485098140973157e+00,3.578795301827840891e+00,6.981080513365197637e-01
6.255769502863743892e-01,2.114012757253628472e+00,3.580917021038001469e+00,7.639729654764988442e-01
1.801751201119314305e-01,6.428666135424834671e+00,6.255464937661814773e+00,2.249242223906877669e-01
3.848456263691020229e-01,2.395706030774526596e+00,5.946392610731342288e+00,5.029858327179449473e-01
4.518360034381608825e-01,3.945880055227268812e+00,3.559662793769443834e+00,6.929731904147612420e-01
2.333520954952489623e-01,5.971724464250293352e+00,4.675391120467178752e+00,4.028694566347680861e-01
7.911902864128177448e-01,1.668696765971747986e+00,3.259191879986632845e+00,8.685106142144617403e-01
7.157508109438169841e-01,2.075626300467134921e+00,3.433431045306721607e+00,7.448648825197685674e-01
2.822982232622431309e-01,6.206932767463312572e+00,3.343666554059703255e+00,7.977717260919828801e-01
1.568144224734769054e-01,6.899868603143925583e+00,6.757154759761933249e+00,2.204859757879450710e-01
