1.973700629594883904e-01,4.664175429359284308e+00,7.404883852845124181e+00,2.175036492078792905e-01
2.023788027782104093e-01,4.394256030203552932e+00,7.487026074799045361e+00,2.149969716738229231e-01
2.261062447140590459e-01,4.244350811245327648e+00,6.744424428997039200e+00,2.280901826661348719e-01
4.330408182802588657e-01,2.047884741387873575e+00,6.135909432798429819e+00,4.505353265827595211e-01
1.807747364624995579e-01,7.102342124024342063e+00,7.375514237006733254e+00,2.159043292054444452e-01
2.023813140171704383e-01,5.435531601378496447e+00,6.149681766941829331e+00,2.324115708821068993e-01
4.452284070363095592e-01,2.357236760027775713e+00,5.075048372552628528e+00,5.104978769090491308e-01
2.044957769430128247e-01,5.872797008580805667e+00,6.246371818666532683e+00,2.251114155039713460e-01
2.117853473948581033e-01,5.993539577011381070e+00,6.124244543533236218e+00,2.347108352816947296e-01
2.191295611184947700e-01,4.608422320977010322e+00,6.648917375411938835e+00,2.224932282464666677e-01
1.950529964403851513e-01,5.931201788199935265e+00,6.371049523117056523e+00,2.295108640516321796e-01
2.259841404803154263e-01,4.595729009798604991e+00,6.276090259996659704e+00,2.271165992411876555e-01
5.301959519441366009e-01,2.707268995033775383e+00,3.565235376145133195e+00,6.998295086169102897e-01
5.756556154359917521e-01,2.524748596720830740e+00,3.536748964392029571e+00,7.692145105268755056e-01
5.012597405279781704e-01,2.432851433816248132e+00,4.209071646749436013e+00,5.163637550824952127e-01
1.986022896784164216e-01,4.835298771393022221e+00,7.003952597863490226e+00,2.211731994957615299e-01
5.631423187024807708e-01,3.226084166933410824e+00,2.764488593700877850e+00,1.217442787005316607e+00
4.535809683477973753e-01,3.646149717538903712e+00,3.300458311410087386e+00,8.364229372406845053e-01
4.128656807885641156e-01,2.282489076013930696e+00,5.765804831772174843e+00,4.522582585902660268e-01
2.019039309043618724e-01,6.379929783404997501e+00,6.151482612178865494e+00,2.354033699225044907e-01
6.996308617813377095e-01,1.956628279108830748e+00,3.322816483221295414e+00,8.018182699886287068e-01
6.999161135700332492e-01,1.937123628892878369e+00,3.390180079690637616e+00,7.785987148287940585e-01
2.237905335775370874e-01,4.799336032752168357e+00,6.178223271444310605e+00,2.317893508132261027e-01
4.742652216637686102e-01,2.590257841767519942e+00,4.289810499037677971e+00,5.100878845883847212e-01
5.656542780470730225e-01,2.356174641423000260e+00,3.724155938707867541e+00,6.723361224573698447e-01
4.224440399654445510e-01,2.152057688538823399e+00,5.880021647575837562e+00,4.362310524091306263e-01
2.252961179983054008e-01,4.534141658532583108e+00,6.411328455282143679e+00,2.287966434681242833e-01
6.077475206300841926e-01,2.252578470054722448e+00,3.536537197485974726e+00,7.223222912382807337e-01
3.507647694340093047e-01,4.891532041317915969e+00,3.479959759841449785e+00,7.429589001897041189e-01
2.198389228463607237e-01,4.322268050155512853e+00,6.890419202777246177e+00,2.211017202137173787e-01
